file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/apps/memory-app/src/test/java/org/apache/james/GuiceJamesServerTest.java,org.apache.james.GuiceJamesServerTest$InitFailed,innerclass,7,7,0,7,3,1,0,13,1,1.0,0.0,0.0,2,0,0,0,0,2,2,0,0,0,2,0,0,1,0,1,1,0,1,24,0,0,0,1,0,1,0,2,0,3,1,1,0,1,30,0,1
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/mailet/mailets/src/test/java/org/apache/james/transport/mailets/redirect/LoadedOnceInitParametersTest.java,org.apache.james.transport.mailets.redirect.LoadedOnceInitParametersTest$MyInitParameters,innerclass,3,3,0,3,17,1,0,2,136,0.0,0.0,0.0,17,0,17,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,6,53,17,0,0,0,0,8,0,0,0,0,0,0,0,0,31,10,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/data/data-jpa/src/main/java/org/apache/james/sieve/jpa/model/JPASieveQuota.java,org.apache.james.sieve.jpa.model.JPASieveQuota,class,8,11,3,8,11,1,0,8,0,0.4375,0.53571427,0.75,8,0,7,0,1,0,8,0,0,0,2,0,0,2,0,0,0,0,2,35,7,0,3,0,0,8,1,4,0,3,1,0,0,0,36,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/protocols/webadmin/webadmin-mailbox/src/test/java/org/apache/james/webadmin/routes/UserQuotaRoutesTest.java,org.apache.james.webadmin.routes.UserQuotaRoutesTest$PutCount,innerclass,8,8,0,8,7,1,0,23,21,0.0,0.0,0.0,7,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,36,2,8,7,8,0,0,0,0,74,0,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/mdn/src/main/java/org/apache/james/mdn/type/DispositionType.java,org.apache.james.mdn.type.DispositionType,enum,1,5,4,1,3,1,0,6,0,0.0,1.0,1.0,3,1,2,0,0,1,3,0,0,0,1,0,0,1,0,0,1,0,2,11,2,0,0,0,0,4,0,1,0,2,0,0,0,1,30,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/data/data-api/src/test/java/org/apache/james/vacation/api/NotificationRegistryContract.java,org.apache.james.vacation.api.NotificationRegistryContract,interface,6,8,2,6,12,1,0,25,0,0.5666667,0.6818182,0.6818182,12,0,0,0,0,12,12,0,0,0,5,0,0,0,0,5,0,0,16,60,0,0,0,0,0,4,1,8,0,8,0,0,0,1,60,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/apps/memory-app/src/main/java/org/apache/james/MemoryJamesConfiguration.java,org.apache.james.MemoryJamesConfiguration$Builder,innerclass,10,10,0,10,12,1,0,21,0,0.5833334,0.39285713,1.0,9,0,8,1,0,0,8,0,0,0,4,0,0,4,0,0,0,0,12,64,10,0,0,1,0,2,0,18,0,11,2,0,0,3,65,9,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/mailet/integration-testing/src/test/java/org/apache/james/mailets/NetworkMatcherIntegrationTest.java,org.apache.james.mailets.NetworkMatcherIntegrationTest,class,26,27,1,26,13,1,0,38,0,0.32727274,1.0,1.0,11,0,0,2,0,9,9,0,0,0,5,2,2,3,0,0,2,0,20,65,2,0,2,0,0,19,2,16,1,9,0,0,0,2,84,0,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/mailbox/api/src/main/java/org/apache/james/mailbox/model/ThreadId.java,org.apache.james.mailbox.model.ThreadId,class,2,28,26,2,9,1,0,7,0,0.0,1.0,1.0,8,1,8,0,0,0,8,0,2,0,1,0,0,1,0,0,1,0,2,41,8,0,0,0,0,1,0,2,0,2,1,0,1,0,19,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/protocols/imap/src/main/java/org/apache/james/imap/processor/StatusProcessor.java,org.apache.james.imap.processor.StatusProcessor$MailboxIterationResult,innerclass,4,4,0,4,10,1,0,8,0,0.53333336,0.5,1.0,5,0,5,0,0,0,5,0,0,0,3,0,0,3,0,0,0,0,6,37,8,0,0,0,0,0,3,5,0,3,1,0,0,0,21,9,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/protocols/imap/src/main/java/org/apache/james/imap/message/request/LogoutRequest.java,org.apache.james.imap.message.request.LogoutRequest,class,2,3,1,2,1,2,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/mailet/mailets/src/test/java/org/apache/james/transport/mailets/jsieve/DiscardActionTest.java,org.apache.james.transport.mailets.jsieve.DiscardActionTest,class,4,4,0,4,4,1,0,13,6,0.0,0.0,0.0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,4,30,0,0,0,0,0,4,0,8,0,8,0,0,0,0,29,0,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/mailbox/api/src/test/java/org/apache/james/mailbox/acl/PositiveUserACLDiffTest.java,org.apache.james.mailbox.acl.PositiveUserACLDiffTest,class,8,8,0,8,21,1,0,17,0,0.68571436,0.5714286,0.7285714,21,0,0,0,0,21,21,0,0,0,5,5,0,5,0,0,5,0,47,94,0,0,0,0,0,2,0,29,0,29,0,0,0,0,52,0,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/mailet/standard/src/test/java/org/apache/james/transport/mailets/AddDeliveredToHeaderTest.java,org.apache.james.transport.mailets.AddDeliveredToHeaderTest,class,13,13,0,13,3,1,0,21,0,0.0,1.0,1.0,3,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,6,18,0,0,0,0,0,3,0,4,0,4,0,0,0,0,24,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/protocols/webadmin/webadmin-mailbox/src/test/java/org/apache/james/webadmin/routes/MessageRoutesExpireTest.java,org.apache.james.webadmin.routes.MessageRoutesExpireTest$ExpireMailbox$SideEffects,innerclass,4,4,0,4,2,1,0,22,1,0.0,0.0,0.0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,22,0,0,0,0,0,16,5,6,3,6,0,0,0,0,30,0,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/mailbox/cassandra/src/main/java/org/apache/james/mailbox/cassandra/table/CassandraMailboxRecentsTable.java,org.apache.james.mailbox.cassandra.table.CassandraMailboxRecentsTable,interface,1,1,0,1,0,1,0,1,0,NaN,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,5,0,0,0,0,0,3,0,3,0,3,0,0,0,0,23,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/protocols/jmap-rfc-8621-integration-tests/distributed-jmap-rfc-8621-integration-tests/src/test/java/org/apache/james/jmap/rfc8621/distributed/DistributedSessionRouteTest.java,org.apache.james.jmap.rfc8621.distributed.DistributedSessionRouteTest,class,2,2,0,2,0,2,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/mailet/mailets/src/test/java/org/apache/james/transport/mailets/DSNBounceTest.java,org.apache.james.transport.mailets.DSNBounceTest$GenericTests,innerclass,8,8,0,8,10,1,0,42,45,0.0,0.0,0.0,10,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,10,105,0,0,0,0,0,43,14,38,0,39,0,0,0,1,76,0,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/mailbox/event/json/src/test/java/org/apache/james/event/json/MessageMoveEventSerializationTest.java,org.apache.james.event.json.MessageMoveEventSerializationTest$ValidPayloads$EmptyTargetMailboxIds,innerclass,9,9,0,9,2,1,0,18,0,0.0,1.0,1.0,2,0,0,0,0,2,2,0,0,0,2,0,0,2,0,0,2,0,5,10,0,0,0,0,0,10,3,2,1,2,0,0,0,0,27,0,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/backends-common/opensearch/src/main/java/org/apache/james/backends/opensearch/OpenSearchConfiguration.java,org.apache.james.backends.opensearch.OpenSearchConfiguration$SSLConfiguration$Builder$RequireSSLStrategyTrustStore,interface,4,4,0,4,4,1,0,3,6,0.0,0.0,0.0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,3,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/protocols/webadmin/webadmin-data/src/test/java/org/apache/james/webadmin/routes/UserRoutesTest.java,org.apache.james.webadmin.routes.UserRoutesTest$UserRoutesContract$AllContracts,interface,2,2,0,2,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/protocols/api/src/main/java/org/apache/james/protocols/api/handler/ProtocolHandler.java,org.apache.james.protocols.api.handler.ProtocolHandler,interface,1,10,9,1,2,1,0,0,1,0.0,0.0,0.0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/blob/blob-storage-strategy/src/main/java/org/apache/james/server/blob/deduplication/BlobGCTask.java,org.apache.james.server.blob.deduplication.BlobGCTask$Builder$RequireExpectedBlobCount,interface,1,1,0,1,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/blob/blob-s3/src/main/java/org/apache/james/blob/objectstorage/aws/BucketNameResolver.java,org.apache.james.blob.objectstorage.aws.BucketNameResolver$Builder$RequirePrefix,interface,2,2,0,2,3,1,0,3,3,0.0,0.0,0.0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,2,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/protocols/protocols-imap4/src/main/java/org/apache/james/imapserver/netty/HAProxyMessageHandler.java,org.apache.james.imapserver.netty.HAProxyMessageHandler,class,13,15,2,13,8,2,0,26,1,0.5833334,0.0,0.0,3,0,2,1,0,0,2,0,0,0,4,3,1,3,0,0,4,0,1,39,0,0,1,0,0,4,0,9,0,10,3,0,0,1,70,1,1
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/third-party/linshare/src/test/java/org/apache/james/linshare/LinshareTest.java,org.apache.james.linshare.LinshareTest,class,10,10,0,10,3,1,0,32,3,0.6666667,0.0,0.0,3,0,0,0,0,3,3,0,0,0,1,1,0,0,0,1,0,0,1,19,0,0,0,0,0,4,1,3,1,4,1,0,0,2,41,0,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/mailet/standard/src/test/java/org/apache/james/transport/matchers/HasHeaderWithPrefixTest.java,org.apache.james.transport.matchers.HasHeaderWithPrefixTest,class,13,13,0,13,10,1,0,29,0,0.4,1.0,1.0,10,0,0,0,0,10,10,0,0,0,4,3,0,4,0,0,3,0,22,62,0,0,0,0,0,30,0,18,0,18,0,0,0,2,54,0,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/container/guice/protocols/webadmin-rabbitmq-mailqueue/src/main/java/org/apache/james/modules/server/RabbitMailQueueRoutesModule.java,org.apache.james.modules.server.RabbitMailQueueRoutesModule,class,5,7,2,5,1,2,0,6,0,0.0,NaN,NaN,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/protocols/jmap-draft/src/test/java/org/apache/james/jmap/mailet/filter/JMAPFilteringTest.java,org.apache.james.jmap.mailet.filter.JMAPFilteringTest$FieldAndHeader,innerclass,1,1,0,1,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,2,0,0,2,0,0,2,0,0,8,0,0,0,0,0,0,0,2,0,2,0,0,0,0,6,8,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/protocols/protocols-smtp/src/main/java/org/apache/james/smtpserver/fastfail/ReverseEqualsEhloHeloHandler.java,org.apache.james.smtpserver.fastfail.ReverseEqualsEhloHeloHandler,class,3,4,1,3,2,2,0,2,0,0.0,1.0,1.0,2,0,1,0,1,0,2,0,0,0,1,0,0,1,0,0,1,0,0,9,1,0,0,0,0,0,0,1,0,1,0,0,0,0,15,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/protocols/protocols-pop3-distributed/src/test/java/org/apache/james/pop3server/mailbox/DistributedPop3ServerTest.java,org.apache.james.pop3server.mailbox.DistributedPop3ServerTest,class,17,17,0,17,2,2,0,28,0,0.0,NaN,NaN,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,19,2,0,0,1,0,1,0,5,0,13,2,0,0,10,33,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/apps/cassandra-app/src/test/java/org/apache/james/CassandraLegacyQuotaJamesServerTest.java,org.apache.james.CassandraLegacyQuotaJamesServerTest,class,8,8,0,8,0,1,0,12,0,NaN,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,3,0,0,0,2,22,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/third-party/crowdsec/src/main/java/org/apache/james/crowdsec/exception/CrowdsecException.java,org.apache.james.crowdsec.exception.CrowdsecException,class,0,0,0,0,1,4,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/protocols/webadmin/webadmin-data/src/main/java/org/apache/james/webadmin/service/DomainAliasService.java,org.apache.james.webadmin.service.DomainAliasService$DomainNotFound,innerclass,1,1,0,1,2,4,0,0,0,0.0,1.0,1.0,2,0,1,0,0,1,2,0,0,0,1,0,0,1,0,0,1,0,0,9,1,0,0,0,0,0,0,1,0,1,0,0,0,0,7,9,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/queue/queue-api/src/test/java/org/apache/james/queue/api/PriorityMailQueueContract.java,org.apache.james.queue.api.PriorityMailQueueContract,interface,6,9,3,6,9,1,0,27,28,0.0,0.0,0.0,8,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,21,86,3,0,0,1,0,43,19,16,0,17,2,0,0,1,46,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/protocols/jmap-draft/src/main/java/org/apache/james/jmap/draft/exceptions/MailboxParentNotFoundException.java,org.apache.james.jmap.draft.exceptions.MailboxParentNotFoundException,class,2,2,0,2,3,4,0,3,0,0.0,1.0,1.0,3,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0,1,0,2,14,1,0,0,0,0,2,0,2,0,1,0,0,0,0,13,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/mailbox/store/src/main/java/org/apache/james/mailbox/store/MoveResult.java,org.apache.james.mailbox.store.MoveResult,class,1,2,1,1,3,1,0,0,0,0.33333334,0.6666667,1.0,3,0,3,0,0,0,3,0,0,0,2,0,0,2,0,0,2,0,0,14,2,0,0,0,0,0,0,2,0,2,0,0,0,0,8,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/mailbox/lucene/src/test/java/org/apache/james/mailbox/lucene/search/LuceneMessageSearchIndexTest.java,org.apache.james.mailbox.lucene.search.LuceneMessageSearchIndexTest,class,19,19,0,19,23,2,0,18,253,0.0,0.0,0.0,23,0,19,0,4,0,23,0,0,0,0,0,0,0,0,0,0,0,3,56,2,0,0,0,0,19,2,6,0,2,0,0,0,1,127,0,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/protocols/smtp/src/main/java/org/apache/james/protocols/smtp/core/esmtp/AuthCmdHandler.java,org.apache.james.protocols.smtp.core.esmtp.AuthCmdHandler$AbstractSMTPLineHandler,innerclass,5,5,0,5,4,1,0,5,3,0.0,0.0,0.0,3,0,1,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,0,0,1,0,0,0,0,1,0,0,0,23,1034,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/protocols/smtp/src/main/java/org/apache/james/protocols/smtp/core/UnknownCmdHandler.java,org.apache.james.protocols.smtp.core.UnknownCmdHandler,class,12,14,2,12,7,2,0,8,19,0.8095238,0.0,0.0,7,0,2,0,5,0,7,0,0,0,3,3,1,2,0,0,3,0,1,29,6,0,0,0,0,5,0,4,0,4,0,0,0,0,55,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/protocols/api/src/main/java/org/apache/james/protocols/api/ProtocolSession.java,org.apache.james.protocols.api.ProtocolSession,interface,9,21,12,9,24,1,0,0,276,0.0,0.0,0.0,24,0,0,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,2,0,151,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/mailet/mailets/src/test/java/org/apache/james/transport/mailets/redirect/NotifyMailetsMessageTest.java,org.apache.james.transport.mailets.redirect.NotifyMailetsMessageTest,class,9,9,0,9,24,1,0,35,274,0.9166667,0.0036231885,0.0036231885,24,0,0,0,0,24,24,0,0,0,1,0,0,1,0,0,0,0,18,127,0,0,0,0,1,84,6,44,14,44,0,0,0,0,102,0,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/task/task-memory/src/test/java/org/apache/james/task/MemoryTaskManagerTest.java,org.apache.james.task.MemoryTaskManagerTest,class,8,8,0,8,3,1,0,1,0,0.0,1.0,1.0,3,0,1,0,0,2,3,0,0,0,1,0,0,1,0,0,0,0,0,12,1,0,0,0,0,1,0,1,0,1,0,0,0,0,12,0,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/third-party/linshare/src/test/java/org/apache/james/linshare/ByteArrayDecoder.java,org.apache.james.linshare.ByteArrayDecoder,class,3,6,3,3,2,1,0,5,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,1,0,1,0,0,1,0,0,10,2,0,0,0,0,0,0,1,0,1,0,0,0,0,17,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/backends-common/rabbitmq/src/main/java/org/apache/james/backends/rabbitmq/RabbitMQManagementAPI.java,org.apache.james.backends.rabbitmq.RabbitMQManagementAPI$ActivityStatus,enum,2,2,0,2,2,1,0,0,0,0.0,1.0,1.0,2,0,0,0,0,2,2,0,0,0,1,0,0,1,0,0,1,0,0,8,1,0,0,0,0,2,0,1,0,1,0,0,0,0,10,0,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/mailet/mailets/src/main/java/org/apache/james/transport/matchers/AtLeastPriority.java,org.apache.james.transport.matchers.AtLeastPriority,class,1,2,1,1,3,3,0,1,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,9,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/mailbox/event/json/src/test/java/org/apache/james/event/json/MailboxRenamedSerializationTest.java,org.apache.james.event.json.MailboxRenamedSerializationTest$DeserializationErrors,innerclass,2,2,0,2,6,1,0,4,15,0.0,0.0,0.0,6,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,94,0,2,6,2,0,0,0,6,28,0,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/protocols/jmap-draft-integration-testing/rabbitmq-jmap-draft-integration-testing/src/test/java/org/apache/james/jmap/rabbitmq/RabbitMQAwsS3SetVacationResponseTest.java,org.apache.james.jmap.rabbitmq.RabbitMQAwsS3SetVacationResponseTest,class,5,5,0,5,1,2,0,3,0,0.0,NaN,NaN,1,0,0,0,1,0,1,0,0,0,2,0,2,0,0,0,0,0,0,7,1,0,0,0,0,0,0,2,0,2,0,0,0,0,22,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/mailbox/backup/src/main/java/org/apache/james/mailbox/backup/DefaultMailboxBackup.java,org.apache.james.mailbox.backup.DefaultMailboxBackup$MailAccountContent,innerclass,3,3,0,3,3,1,0,0,0,0.33333334,0.6666667,1.0,3,0,2,0,0,1,3,0,0,0,2,0,0,2,0,0,2,0,0,14,2,0,0,0,0,0,0,2,0,2,0,0,0,0,10,8,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/mailbox/store/src/main/java/org/apache/james/mailbox/store/mail/model/MimeMessageId.java,org.apache.james.mailbox.store.mail.model.MimeMessageId,class,1,15,14,1,6,1,0,5,0,0.0,1.0,1.0,5,0,5,0,0,0,5,0,2,0,1,0,0,1,0,0,1,0,2,22,5,0,0,0,0,1,0,2,0,2,1,0,0,0,15,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/apps/memory-app/src/test/java/org/apache/james/GuiceJamesServerTest.java,org.apache.james.GuiceJamesServerTest,class,4,7,3,4,1,1,0,10,0,1.0,-1.0,-1.0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,45,1,0,0,0,0,0,0,1,0,3,0,0,2,2,24,0,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/protocols/imap/src/main/java/org/apache/james/imap/message/request/GetACLRequest.java,org.apache.james.imap.message.request.GetACLRequest,class,2,4,2,2,3,2,0,3,0,0.0,1.0,1.0,3,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0,1,0,0,13,2,0,0,0,0,1,0,1,0,1,0,0,0,0,17,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/backends-common/cassandra/src/test/java/org/apache/james/backends/cassandra/init/CassandraConfigurationTest.java,org.apache.james.backends.cassandra.init.CassandraConfigurationTest,class,3,3,0,3,23,1,0,45,253,0.0,0.0,0.0,23,0,0,0,0,23,23,0,0,0,0,0,0,0,0,0,0,0,2,99,0,0,0,0,0,4,29,14,0,15,1,0,0,21,64,0,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/container/guice/common/src/main/java/org/apache/james/StartUpChecksPerformer.java,org.apache.james.StartUpChecksPerformer$StartUpChecks,innerclass,3,3,0,3,4,1,0,13,1,0.33333334,1.0,1.0,3,0,1,1,0,1,2,0,0,0,1,0,0,1,0,0,1,0,0,18,3,0,0,1,0,1,0,1,0,1,1,0,0,0,11,8,1
