file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/mailbox/memory/src/test/java/org/apache/james/mailbox/inmemory/InMemoryCombinationManagerTest.java,org.apache.james.mailbox.inmemory.InMemoryCombinationManagerTest,class,4,4,0,4,1,2,0,3,0,0.0,NaN,NaN,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6,1,0,0,0,0,0,0,1,0,1,0,0,0,0,13,0,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/protocols/imap/src/main/java/org/apache/james/imap/processor/CloseProcessor.java,org.apache.james.imap.processor.CloseProcessor,class,14,16,2,14,4,3,0,23,3,0.6666667,0.0,0.0,3,0,1,0,2,0,3,0,0,0,1,1,0,1,0,0,1,0,0,23,5,0,0,0,0,2,0,2,0,4,2,0,0,4,36,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/backends-common/opensearch/src/main/java/org/apache/james/backends/opensearch/OpenSearchConfiguration.java,org.apache.james.backends.opensearch.OpenSearchConfiguration$SSLConfiguration$Builder,innerclass,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,9,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/mailbox/plugin/deleted-messages-vault-cassandra/src/main/java/org/apache/james/vault/metadata/MetadataSerializer.java,org.apache.james.vault.metadata.MetadataSerializer,class,8,12,4,8,8,1,0,13,0,0.53333336,0.33333334,0.33333334,5,0,0,2,0,3,3,0,0,0,3,1,0,3,0,0,3,0,5,39,6,0,0,3,0,2,0,4,0,4,1,0,0,0,38,0,2
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/mailbox/store/src/main/java/org/apache/james/mailbox/store/event/EventFactory.java,org.apache.james.mailbox.store.event.EventFactory$RequireUpdatedFlags,interface,4,4,0,4,3,1,0,3,3,0.0,0.0,0.0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/third-party/clamav/src/test/java/org/apache/james/clamav/ClamAVScanTest.java,org.apache.james.clamav.ClamAVScanTest,class,10,10,0,10,9,1,0,28,0,0.44444445,0.6666667,1.0,9,2,1,0,0,8,9,0,0,0,2,1,0,2,0,0,1,0,7,58,0,0,0,0,0,32,4,18,0,18,0,0,0,0,75,0,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/protocols/smtp/src/main/java/org/apache/james/protocols/smtp/core/fastfail/ReverseEqualsEhloHeloHandler.java,org.apache.james.protocols.smtp.core.fastfail.ReverseEqualsEhloHeloHandler,class,2,3,1,2,3,2,1,5,0,0.0,NaN,NaN,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,0,1,0,0,0,1,0,1,2,0,0,0,22,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/data/data-jpa/src/main/java/org/apache/james/rrt/jpa/model/JPARecipientRewrite.java,org.apache.james.rrt.jpa.model.JPARecipientRewrite$RecipientRewriteTableId,innerclass,1,1,0,1,6,1,0,3,1,0.5555556,0.33333334,0.33333334,3,0,3,0,0,0,3,0,0,0,3,1,0,3,0,0,1,0,0,20,4,0,3,0,0,0,1,2,0,4,1,0,0,0,25,9,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/mailet/crypto/src/main/java/org/apache/james/transport/SMIMEKeyHolder.java,org.apache.james.transport.SMIMEKeyHolder,class,10,12,2,10,26,1,0,36,53,0.73333335,0.1978022,0.30769232,15,5,14,1,0,0,14,0,0,0,4,0,0,4,0,0,4,0,11,111,16,0,6,1,0,14,3,19,3,15,2,0,0,0,190,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/mailet/integration-testing/src/test/java/org/apache/james/mailets/BounceIntegrationTest.java,org.apache.james.mailets.BounceIntegrationTest,class,30,31,1,30,14,1,0,46,0,0.53968257,0.8181818,0.8181818,14,1,1,3,0,10,11,0,0,0,9,6,8,1,0,0,6,0,10,76,3,0,0,0,0,37,1,11,14,12,0,0,0,1,83,0,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/protocols/jmap-draft/src/test/java/org/apache/james/jmap/draft/json/ObjectMapperFactoryTest.java,org.apache.james.jmap.draft.json.ObjectMapperFactoryTest,class,16,16,0,16,22,1,0,16,0,0.045454547,0.90909094,0.90909094,22,0,22,0,0,0,22,0,0,0,1,0,0,1,0,0,0,0,0,125,0,0,0,0,0,39,3,27,10,27,0,0,3,6,68,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/mailet/standard/src/test/java/org/apache/james/transport/mailets/utils/MimeMessageModifierTest.java,org.apache.james.transport.mailets.utils.MimeMessageModifierTest,class,3,3,0,3,2,1,0,9,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,14,0,0,0,0,0,3,0,4,0,4,0,0,0,0,20,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/mailet/mock-smtp-server/src/main/java/org/apache/james/mock/smtp/server/model/Mail.java,org.apache.james.mock.smtp.server.model.Mail$Parameter,innerclass,3,3,0,3,10,1,0,21,0,0.33333334,0.5,0.53571427,9,3,8,1,0,0,8,0,2,0,2,0,0,2,0,0,2,0,4,57,9,0,0,0,0,4,2,4,1,5,1,0,1,1,22,9,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/container/guice/cassandra/src/main/java/org/apache/james/modules/mailbox/CassandraMailboxModule.java,org.apache.james.modules.mailbox.CassandraMailboxModule$CassandraMailboxManagerDefinition,innerclass,4,4,0,4,1,2,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,10,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/blob/blob-api/src/main/java/org/apache/james/blob/api/BlobStore.java,org.apache.james.blob.api.BlobStore$StoragePolicy,enum,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/container/core/src/main/java/org/apache/james/server/core/MimeMessageInputStream.java,org.apache.james.server.core.MimeMessageInputStream,class,5,7,2,5,14,2,0,12,0,0.09090909,0.8181818,0.8181818,11,0,11,0,0,0,11,0,0,0,1,0,0,1,0,0,1,0,0,48,6,0,0,1,1,1,0,3,1,2,2,0,0,0,46,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/mailet/remote-delivery-integration-testing/src/test/java/org/apache/james/mailets/RemoteDeliveryDKIMIntegrationTest.java,org.apache.james.mailets.RemoteDeliveryDKIMIntegrationTest,class,38,39,1,38,10,1,0,58,10,0.75,0.9,1.0,8,0,0,3,0,5,5,0,0,0,13,9,0,10,0,3,7,0,25,73,3,0,1,1,0,40,0,25,3,25,1,0,0,5,228,0,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/queue/queue-rabbitmq/src/test/java/org/apache/james/queue/rabbitmq/MailLoaderTest.java,org.apache.james.queue.rabbitmq.MailLoaderTest,class,6,6,0,6,1,1,0,13,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,4,0,4,0,5,0,0,0,1,21,0,1
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/core/src/test/java/org/apache/james/core/quota/QuotaSizeLimitTest.java,org.apache.james.core.quota.QuotaSizeLimitTest,class,3,3,0,3,3,1,0,4,3,0.0,0.0,0.0,3,0,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,2,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/container/guice/common/src/main/java/org/apache/james/StartUpChecksPerformer.java,org.apache.james.StartUpChecksPerformer$StartUpChecksException,innerclass,3,3,0,3,4,3,0,10,0,0.0,1.0,1.0,4,1,2,1,0,1,3,0,0,0,1,0,0,1,0,0,1,0,1,18,3,0,0,0,0,4,0,1,1,1,0,0,0,0,18,9,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/protocols/smtp/src/test/java/org/apache/james/protocols/smtp/core/fastfail/DNSRBLHandlerTest.java,org.apache.james.protocols.smtp.core.fastfail.DNSRBLHandlerTest,class,8,9,1,8,11,1,0,16,13,0.72727275,0.71428573,0.71428573,11,0,0,4,0,7,7,0,0,0,3,0,0,3,0,0,0,0,0,151,1,0,0,0,0,27,0,11,0,9,0,2,0,0,57,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/mailbox/store/src/test/java/org/apache/james/mailbox/store/mail/model/MetadataMapAssertTest.java,org.apache.james.mailbox.store.mail.model.MetadataMapAssertTest,class,14,14,0,14,5,1,0,17,0,0.17777778,1.0,1.0,5,0,0,0,0,5,5,0,0,0,9,8,0,0,0,9,8,0,5,38,0,0,0,0,1,2,5,14,7,14,0,0,0,3,61,0,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/container/guice/utils/src/main/java/org/apache/james/utils/GuiceGenericLoader.java,org.apache.james.utils.GuiceGenericLoader$InvocationPerformer,innerclass,8,8,0,8,6,1,0,12,2,0.5,NaN,NaN,4,0,1,3,0,0,1,0,0,0,3,0,0,3,0,0,3,0,0,27,3,0,1,0,0,1,4,5,0,5,1,0,0,0,33,9,1
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/mpt/core/src/main/java/org/apache/james/mpt/protocol/ProtocolSession.java,org.apache.james.mpt.protocol.ProtocolSession$InvalidServerResponseException,innerclass,0,0,0,0,1,3,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,9,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/blob/blob-storage-strategy/src/main/java/org/apache/james/server/blob/deduplication/BlobGCTask.java,org.apache.james.server.blob.deduplication.BlobGCTask$Builder$RequireGenerationAwareBlobIdConfiguration,interface,2,2,0,2,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/backends-common/rabbitmq/src/main/java/org/apache/james/backends/rabbitmq/Constants.java,org.apache.james.backends.rabbitmq.Constants,interface,4,4,0,4,0,1,0,3,0,NaN,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,1,14,0,0,0,0,0,2,0,12,0,12,0,0,0,0,26,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/mailbox/plugin/deleted-messages-vault/src/main/java/org/apache/james/vault/search/FieldName.java,org.apache.james.vault.search.FieldName,enum,0,4,4,0,2,1,0,0,0,0.0,1.0,1.0,2,0,1,0,0,1,2,0,0,0,1,0,0,1,0,0,1,0,0,8,1,0,0,0,0,7,0,1,0,1,0,0,0,0,28,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/task/task-api/src/main/java/org/apache/james/task/TaskType.java,org.apache.james.task.TaskType,class,1,22,21,1,9,1,0,6,0,0.0,1.0,1.0,6,1,5,1,0,0,5,0,2,0,1,0,0,1,0,0,1,0,2,28,6,0,1,0,0,2,0,2,0,2,1,0,0,0,22,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/data/data-ldap/src/test/java/org/apache/james/user/ldap/ReadOnlyUsersLDAPRepositoryWithLocalPartAsLoginNameTest.java,org.apache.james.user.ldap.ReadOnlyUsersLDAPRepositoryWithLocalPartAsLoginNameTest$WhenEnableVirtualHosting$LocalPartLogin,innerclass,6,6,0,6,10,1,0,21,45,0.0,0.0,0.0,10,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,28,40,0,0,0,0,0,9,0,8,0,0,0,0,0,2,64,0,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/protocols/jmap-draft/src/main/java/org/apache/james/jmap/draft/model/message/view/MessageHeaderView.java,org.apache.james.jmap.draft.model.message.view.MessageHeaderView,class,13,17,4,13,11,3,1,0,17,0.72727275,0.16363636,0.8181818,11,1,10,0,0,1,11,0,0,0,9,0,0,9,0,0,9,0,0,121,10,0,0,0,0,0,0,9,0,9,0,0,1,0,31,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/third-party/linshare/src/test/java/org/apache/james/linshare/AuthorizationTokenTest.java,org.apache.james.linshare.AuthorizationTokenTest,class,2,2,0,2,4,1,0,7,6,0.0,0.0,0.0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,3,0,3,0,3,0,0,0,2,30,0,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/mailbox/api/src/main/java/org/apache/james/mailbox/indexer/ReIndexer.java,org.apache.james.mailbox.indexer.ReIndexer$RunningOptions$Mode,enum,1,1,0,1,3,1,0,6,1,0.33333334,0.33333334,0.33333334,3,1,0,0,0,3,3,0,0,0,1,0,0,1,0,0,1,0,2,11,2,0,0,0,0,3,0,1,0,2,0,0,0,1,26,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/protocols/imap/src/test/java/org/apache/james/imap/encode/MetadataResponseEncoderTest.java,org.apache.james.imap.encode.MetadataResponseEncoderTest,class,9,9,0,9,6,1,0,8,0,0.47619048,1.0,1.0,6,0,0,0,0,6,6,0,0,0,7,4,0,7,0,0,4,0,0,44,0,0,0,0,0,13,1,12,0,12,0,0,0,0,53,0,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/container/guice/cassandra/src/main/java/org/apache/james/modules/webadmin/CassandraRoutesModule.java,org.apache.james.modules.webadmin.CassandraRoutesModule,class,15,18,3,15,1,2,0,10,0,0.0,NaN,NaN,1,0,0,0,1,0,1,0,0,0,3,3,0,3,0,0,3,0,0,20,0,0,0,0,0,0,3,5,0,5,0,0,0,0,26,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/mpt/impl/imap-mailbox/cassandra/src/test/java/org/apache/james/mpt/imapmailbox/cassandra/CassandraFetchBodyStructureTest.java,org.apache.james.mpt.imapmailbox.cassandra.CassandraFetchBodyStructureTest,class,5,5,0,5,1,2,0,1,0,0.0,NaN,NaN,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,6,1,0,0,0,0,0,0,1,0,1,0,0,0,0,11,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/mailbox/api/src/main/java/org/apache/james/mailbox/model/ComposedMessageIdWithMetaData.java,org.apache.james.mailbox.model.ComposedMessageIdWithMetaData,class,7,15,8,7,11,1,0,8,0,0.4,0.4888889,0.62222224,10,1,10,0,0,0,10,0,2,0,4,0,0,4,0,0,4,0,0,74,10,0,0,0,0,4,0,5,0,5,1,0,1,0,29,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/mailbox/api/src/main/java/org/apache/james/mailbox/MailboxUtil.java,org.apache.james.mailbox.MailboxUtil,class,2,3,1,2,1,1,0,7,0,0.0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/mailet/standard/src/main/java/org/apache/james/transport/matchers/SenderIsNull.java,org.apache.james.transport.matchers.SenderIsNull,class,3,4,1,3,2,2,0,2,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,1,0,0,0,29,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/data/data-api/src/main/java/org/apache/james/domainlist/api/AutoDetectedDomainRemovalException.java,org.apache.james.domainlist.api.AutoDetectedDomainRemovalException,class,2,4,2,2,1,4,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,12,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/container/guice/common/src/main/java/org/apache/james/utils/GuiceProbeProvider.java,org.apache.james.utils.GuiceProbeProvider,class,4,6,2,4,2,1,0,10,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,2,10,1,0,0,0,0,3,0,1,1,3,0,0,0,3,13,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/protocols/webadmin/webadmin-mailqueue/src/test/java/org/apache/james/webadmin/routes/MailQueueRoutesTest.java,org.apache.james.webadmin.routes.MailQueueRoutesTest,class,20,21,1,20,4,1,0,21,2,0.93333334,0.33333334,0.5,4,0,0,0,0,4,4,0,0,0,15,13,0,0,0,15,13,0,3,316,2,0,0,0,0,14,0,18,0,17,0,0,5,0,66,0,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/mpt/impl/imap-mailbox/jpa/src/test/java/org/apache/james/mpt/imapmailbox/jpa/host/JPAHostSystem.java,org.apache.james.mpt.imapmailbox.jpa.host.JPAHostSystem,class,45,47,2,45,7,2,0,21,9,0.67857146,0.14285715,0.2857143,7,1,4,0,2,1,7,0,0,0,4,2,0,4,0,0,2,0,2,52,3,0,0,0,0,2,0,24,0,24,0,0,0,0,121,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/protocols/imap/src/main/java/org/apache/james/imap/message/response/ACLResponse.java,org.apache.james.imap.message.response.ACLResponse,class,5,6,1,5,8,1,0,11,0,0.16666667,0.93333334,1.0,6,0,6,0,0,0,6,0,2,0,2,0,0,2,0,0,2,0,3,31,6,1,0,0,0,0,0,4,0,4,1,0,0,0,24,17,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/protocols/jmap-draft/src/main/java/org/apache/james/jmap/draft/model/GetVacationRequest.java,org.apache.james.jmap.draft.model.GetVacationRequest$Builder,innerclass,4,4,0,4,2,1,0,0,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,2,0,0,0,0,0,0,0,0,14,9,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/protocols/netty/src/main/java/org/apache/james/protocols/netty/Encryption.java,org.apache.james.protocols.netty.Encryption$Factory,interface,1,1,0,1,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/protocols/webadmin/webadmin-core/src/main/java/org/apache/james/webadmin/mdc/LoggingRequestFilter.java,org.apache.james.webadmin.mdc.LoggingRequestFilter,class,8,12,4,8,3,1,0,10,0,0.8333333,0.33333334,0.33333334,3,1,3,0,0,0,3,0,0,0,8,7,7,1,0,0,8,0,1,30,1,0,0,0,0,6,0,9,0,10,0,0,1,1,30,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/data/data-jpa/src/main/java/org/apache/james/mailrepository/jpa/model/JPAUrl.java,org.apache.james.mailrepository.jpa.model.JPAUrl,class,8,11,3,8,5,1,0,2,0,0.2,0.3,0.3,5,1,4,0,1,0,5,0,0,0,1,0,0,1,0,0,0,0,0,17,3,0,0,0,0,7,0,1,0,1,0,0,0,0,41,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/event-bus/distributed/src/test/java/org/apache/james/events/RabbitMQEventBusTest.java,org.apache.james.events.RabbitMQEventBusTest$PublishingTest,innerclass,8,8,0,8,4,1,0,22,4,0.5,0.0,0.0,4,0,0,1,0,3,3,0,0,0,1,1,0,1,0,0,1,0,0,22,1,0,0,1,0,1,0,4,0,4,1,0,0,0,47,0,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/mailbox/plugin/quota-search/src/main/java/org/apache/james/quota/search/QuotaClause.java,org.apache.james.quota.search.QuotaClause$HasDomain,innerclass,3,3,0,3,6,1,0,6,0,0.0,1.0,1.0,5,0,4,1,0,0,4,0,2,0,1,0,0,1,0,0,1,0,2,23,5,0,0,0,0,2,0,2,0,2,1,0,0,0,16,0,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/protocols/jmap-draft/src/main/java/org/apache/james/jmap/draft/methods/ValueWithId.java,org.apache.james.jmap.draft.methods.ValueWithId$ErrorWithId,innerclass,3,3,0,3,1,2,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/third-party/linshare/src/test/java/org/apache/james/linshare/CombinedDecoder.java,org.apache.james.linshare.CombinedDecoder$Builder$ReadyToBuild,innerclass,5,5,0,5,3,1,0,5,0,0.16666667,0.33333334,0.33333334,3,0,0,0,0,3,3,0,0,0,2,0,0,2,0,0,2,0,0,17,2,0,0,0,0,0,0,2,0,2,0,0,0,0,12,8,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/mailet/mailets/src/test/java/org/apache/james/transport/matchers/InSpammerBlacklistTest.java,org.apache.james.transport.matchers.InSpammerBlacklistTest$Anonymous1,anonymous,0,0,0,0,2,1,0,2,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,2,0,0,1,0,1,0,0,0,18,-1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/mailbox/store/src/test/java/org/apache/james/mailbox/store/PartContentBuilderMultipartAlternativeTest.java,org.apache.james.mailbox.store.PartContentBuilderMultipartAlternativeTest,class,5,6,1,5,8,1,0,19,10,0.8229167,0.5,0.5,8,0,0,4,0,4,4,0,0,0,12,11,0,0,0,12,11,0,0,57,3,0,0,0,0,27,11,17,6,17,0,0,0,0,75,0,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/third-party/crowdsec/src/test/java/org/apache/james/crowdsec/CrowdsecIntegrationTest.java,org.apache.james.crowdsec.CrowdsecIntegrationTest$POP3,innerclass,8,8,0,8,3,1,0,29,3,0.0,0.0,0.0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,44,0,0,0,0,0,15,9,3,0,7,1,0,0,10,34,0,0
